g.geneSymbol
VCPKMT
LGALS3BP
CBS
OPRL1
MBTPS1
ABCG1
GRIN2B
ABCG2
GRIN2C
GRIN2D
NUP43
PDIA4
POP4
TCFL5
PDIA5
PDIA6
ATF1
POP1
POP7
RPRD1A
GRIN3A
GRIN3B
POP5
MAT1A
PDIA3
ANKRD46
MAT2A
ACE2
ERBB3
ERBB2
CAT
OPRK1
SCN5A
NUP37
ABCF1
ABCF2
ABCF3
ATF3
ATF4
DUS4L
DPY19L4
ATF5
ATF6
SEC13
RCC1L
BRCA1
GAS2L1
SPR
DALRD3
PIK3IP1
UAP1L1
CYP4A11
GLUL
TUBE1
HERPUD1
EIF1AY
INTS11
INTS12
SERP1
TNFAIP3
TNFAIP2
ITGA10
NQO2
PRIM1
TUBD1
MGST3
NQO1
MGST2
MGST1
YY1AP1
SEMA3A
GUK1
TRAK2
SLC10A1
SLC10A2
LAGE3
SLC10A3
EEF2KMT
SP3
CTNND1
UMPS
CD320
CALM1
IL11
BLM
CALM2
CALM3
RDH8
GLIPR1
SEMA4D
MINDY1
ANKRD10
QARS1
SMS
TUBB1
FAF1
SAFB2
TUBB3
GDI1
RDH5
TUBB6
SGK1
TUBB8
CCDC28A
TXNDC15
TXNDC12
ALDH7A1
SLK
MARF1
ZNF593
PARP12
RNASEH1
PARP16
SEC63
STX1A
SEC62
STX12
TRAP1
SLC7A2
SLC7A3
ACVR1
SLC7A1
ZNF586
SLA
C1QBP
ZNF589
TBL1XR1
SLC23A1
ZNF580
IL1B
CREG1
SLC7A6
SLC7A7
SLC7A4
SLC7A5
SLC7A8
TMEM11
SLC7A9
DCPS
IL4R
FAIM
BIK
MAPRE2
BRCC3
ATP13A1
F2RL1
DCTD
DERL2
PLPP1
PLPP3
ISCU
BID
OPRD1
TMEM43
TUBG1
SPC25
ATP13A2
MIS12
SPTLC1
C2CD2
C2CD3
TMEM33
C2CD5
SPTLC2
CACNG1
SYK
RANGAP1
SLC36A1
CHRD
SLC36A2
FIRRM
FKBP1B
TOPORS
FKBP1A
FKBP14
FKBP11
TRIT1
LSM7
LSM6
LSM8
SEPHS1
SEPHS2
GLO1
MIS18A
LCMT2
LCMT1
ENY2
PLPBP
DDOST
ASPM
ASPH
ASPA
SIVA1
PLA2G6
ASNS
PRPF38B
ENTPD6
REXO4
HINT1
NACC2
GOLGA7
ATOSB
GOLGA5
BTK
GOLGA3
RREB1
SERF2
SOS2
RAB27A
TUSC2
GLRB
ASS1
PPM1D
GLRX
PFKL
BSG
KDR
PFKP
GOLGB1
PPP6R1
UGT2B7
TBC1D17
TBC1D15
CHUK
TBC1D16
UGT2B4
LRRC8D
IFI35
GRWD1
WBP4
B4GALT4
RITA1
HIP1R
B4GALT5
WBP2
P3H3
P3H4
P3H1
CSNK2A2
CCT6A
P3H2
IFI30
SGCE
B4GALT2
B4GALT3
B4GALT1
SGCB
TGFB1I1
GLS2
BET1
LHCGR
NFAT5
COPS7A
CXXC1
SRR
SOX2
TRAF6
ST7
TRAF3
BIRC5
SOX9
SOX4
FAAH
BIRC3
BIRC2
FIS1
ZDHHC11
MAK16
THNSL1
CYP3A7
SRC
ERAP2
CYP3A4
SRF
CYP3A5
SPAG4
PWP2
SPAG5
PWP1
SPAG7
TBC1D31
SPAG9
SRM
STAMBP
RNF19B
FCHO1
HGH1
ZDHHC18
PFN1
MEST
PBXIP1
H4C8
SETD5
MAST2
SF3A3
SETD2
RNF187
EEF1A2
SQSTM1
LSR
DCK
CDC123
LSS
BLCAP
GNL3
GNL2
DBP
AGBL5
SQLE
PHACTR2
FAM149A
TIMM44
ICMT
ANXA1
ANXA4
ANXA5
ANXA2
ANXA3
BORCS6
DBH
ADH5
EHD4
EHD1
ZFAND1
TCN2
ADI1
TCN1
ANXA7
ZFAND6
ZFAND5
UBE2E1
PPT1
LIPT1
PIK3C2B
HNRNPA2B1
PYGB
INHBA
CYP2J2
RNF167
PYGL
CSAD
UBB
MGLL
RSRP1
TIMM23
PLIN2
PLIN3
TIMM22
PHF1
LPL
LPP
C11orf68
LDHB
TTPA
TIMM13
TIMM10
ISOC1
CHRM3
TLE1
CHRM2
CHRM1
VRK1
NBAS
CHRM5
RNMT
CHRM4
JADE2
ATP5ME
JADE1
ZSWIM8
NSD2
NCSTN
OSTM1
MBNL2
DLGAP4
DLGAP5
MGMT
MBNL1
ABHD10
SQOR
ACOT9
PCGF2
TAAR1
IQGAP1
GNMT
DAZAP1
RUVBL2
RUVBL1
GABBR1
PAIP1
GABBR2
PRKCH
PRKCD
INPP1
MOCOS
TEX10
PRKCB
PRKCA
RNF126
RNF123
TRAPPC12
MPC2
BACE2
CHRND
PNPLA6
PNPLA3
CHRNG
CHRNE
ATP5PF
PRKD2
TCTA
ADNP
TARS2
TARS1
PHIP
CSF2
IGF2BP2
ELOVL6
SNX13
SNX11
ELOVL4
ADAT1
ELOVL1
RNF139
SNX17
PARPBP
CSRP1
LDLR
GNAS
CAV2
GARRE1
PAICS
EPN2
SHLD2
ZNF395
ALPL
UBE2L6
BORA
FBN1
CAST
MGAM
RNF111
GNB5
MAPK11
BNIP3
SSTR1
GTF2IRD1
CASK
SSTR3
SSTR2
SSTR5
SSTR4
ITGB3BP
NAT1
ACTR10
NAT2
IFIH1
NDEL1
BNIP2
MXD3
CSTF2T
LYN
GET3
GET1
ADAR
LYZ
USP6NL
MTERF3
MAPK13
UBE2J1
MAPK15
AKIRIN1
MAPK14
CYP2R1
KCNMA1
NDUFAF1
NDUFAF3
FBP1
NDUFAF2
SURF2
LDB1
RND1
NDUFAF4
RND3
TIMM8A
ACTR1B
TRAPPC6A
PPOX
CRYZ
IGHMBP2
ERCC3
ERCC8
LAPTM4A
ERCC5
SETMAR
ARHGEF2
UBE2Q1
TGFBR2
ARHGEF5
DAPK3
STIMATE
RNF8
BLTP1
NR3C2
HCFC2
RNF4
NR3C1
RNF5
UFM1
CYTH2
CYTH1
PHC2
SCARB2
PSEN1
SCARB1
EPS8
RWDD2B
RWDD2A
RNH1
LTK
DDC
NCBP1
DYNLT3
NDUFAB1
SMNDC1
PPME1
WDCP
TSNAX
ZNF432
UBIAD1
PPP2R3C
PTPRC
SFTPA2
PTPRE
PTPRK
CALY
SEC23A
PTPRO
CALU
CC2D2B
LBR
PTPRS
CPM
ZNF428
SEC23B
TMUB2
RSRC2
PPBP
CCKAR
EXT1
COX6C
PPAT
TXLNA
PPP2R2A
BDKRB2
RSRC1
SUCNR1
SEC24B
INPP5E
SEC24A
CAMLG
FFAR1
SCCPDH
PAK1IP1
CAP1
MON2
SEC24D
CROT
ADRB2
CCKBR
WASHC4
ADRB1
WASHC5
EIF2B3
THG1L
PPP2R5E
PPP2R5B
PPP2R5A
TPO
PPP2R5C
CANX
ODR4
ADRB3
GTF3A
MAD2L1BP
UFD1
CAP2
INPP4B
ACY3
DDR1
ZNF408
COX8A
FJX1
CNP
ACY1
ICA1
AZIN2
SERPINB13
TNFSF11
TNFSF10
WASHC3
BASP1
CHAC1
CYP26A1
DSCC1
GGNBP2
RELB
SLC11A2
ITCH
GOLPH3L
PTTG1IP
ZNF473
CMPK1
SMARCAL1
MKI67
TNF
SACM1L
BOP1
TTC4
GTF2B
CSRNP2
NANS
STK17B
SNHG32
CKM
GPRC5A
AP1B1
SHTN1
NT5C
ZNF451
DHRS12
PPID
PPIC
PPIB
CKB
PPIA
PPIH
PPIG
PPIF
KANK2
PPIE
SLC8A1
MAD2L1
RSAD2
RSAD1
PAQR3
SLC24A1
CGREF1
ARHGDIA
IFNGR1
FTSJ1
LMCD1
TKT
CYP2D6
COQ10B
RAB11A
GPAA1
CFLAR
CREM
NRG1
LRRC1
NREP
IBTK
CRABP1
ARL4C
CRABP2
ACP6
VPS52
GMPS
PSMG2
PSMG1
NAE1
SHBG
PGK1
ACP1
YRDC
UQCR10
SHC1
DMAC2L
NRF1
CYP2E1
NFKB2
BCS1L
NFKB1
HLA-DRA
RRP7A
THAP11
ACO2
LCN2
NIT1
NIT2
EFHD2
DLX2
SYBU
DNMT1
DHCR7
CYP2B6
LIF
EXO1
TBX3
TYR
TBX2
SNUPN
YAF2
SLC37A4
AP1G1
VPS72
PGM1
TTC39A
PGM3
ILRUN
CYP2C9
SCPEP1
TPTEP2-CSNK1E
CYP2C8
HLA-C
CAMSAP2
HLA-B
HLA-A
HLA-G
MGAT4B
HLA-F
ST6GALNAC2
TKFC
SYF2
FOLR1
FOLR2
FOLR3
FSD1
WDR74
KEAP1
WDR73
TSEN2
WDR77
WDR76
CIDEC
MRTO4
NOVA1
NAGK
WDR5B
VPS11
GANAB
ARL8B
SHFL
MRE11
PRRX2
TFPI2
CYP2A6
H2BC21
NAGA
WDR82
BTBD2
EXOG
SESN1
CTH
BTBD1
THEM6
P4HB
PGLS
VPS28
ALG8
UGT1A7
UGT1A6
UGT1A9
UGT1A8
KDELR2
UGT1A3
ALG5
KDELR3
ALG6
ITIH5
UGT1A4
UBFD1
H2BC12
PIPOX
ALG3
CRKL
PPAN
H2BC10
TTR
ZW10
ANAPC1
ELAC2
HLA-DMA
UGT1A1
CSK
EGR2
IMPDH2
ADAM8
EGR3
NDUFB11
PTPN1
EGR1
NDUFB10
IMPDH1
ADAM9
PTPN4
PTPN6
PTPN7
ADRM1
TTK
SMC1A
CALCOCO2
PPA2
TST
VPS41
TMLHE
LCK
CALCOCO1
VPS45
IARS1
LCT
CRK
IARS2
CENPU
EED
PLXNB2
CENPX
NR0B1
MPHOSPH10
EMP2
EMP3
TAOK2
EMP1
TCF12
RSU1
CEP55
CYP51A1
DAXX
CEP57
LRBA
OAZ2
OAZ3
SPHK1
THY1
MTR
SPHK2
OAZ1
L3HYPDH
UCK2
SMPD4
SMPD3
PCYOX1L
SMPD1
SHCBP1
LRAT
CEP63
ADISSP
SULT1E1
ARG2
MDH1
MDH2
CDCA4
RPP40
CDCA3
VDR
QPRT
UBE3C
CHRFAM7A
ECD
ELAPOR1
ARG1
UTP3
CDCA8
MSN
FAM111A
CIAO3
AKAP17A
UBE2Z
EBP
CCDC90B
UBE2S
HEXA
UBE2N
RPP38
CEP76
SRP19
PLXNA3
ARF4
SH3GL1
AGXT2
UBE2C
UBE2A
ARPC5
SRP14
MT3
BDH2
BDH1
ZNRD2
RPS27L
IGFBP3
IGFBP2
GLYATL1
GLYATL2
S100A12
S100A13
S100A14
VCL
TESK1
ATG12
ATG13
ATG14
RBX1
DNTTIP2
GABRP
GABRQ
ETNK1
GABRD
GABRE
ETNK2
UCP2
PMS1
RABL3
CDKL3
CEP15
CDKL2
KLHDC10
MPG
MPI
CNPY3
GABRR1
MPO
GABRR3
TMT1A
GABRR2
PPARG
SULT1A1
PPARD
PPARA
HNRNPF
HNRNPK
SAMD9
HNRNPM
PECR
MOK
ABHD14A
HNMT
MNT
UGT1A10
PLXND1
EBAG9
HNRNPR
MPV17
SKAP2
CDKN3
CASP10
SRP54
PHKA1
CENPB
CENPA
CENPF
CENPE
RABIF
C2CD2L
CENPI
CENPN
PLA2G15
CENPM
CENPS
COPA
CASP2
CASP3
ZNF277
AKTIP
CASP7
EMG1
MAGT1
CASP8
CASP9
HIF1A
GTPBP8
ZNF274
GTPBP4
SELL
RASA1
GTPBP1
ALDH1A2
BLMH
ALDH1A1
ATG4A
ATG4B
ALDH1A3
RBMS1
FASTKD3
NOP2
JOSD1
DDX49
YME1L1
DDX47
NIF3L1
DDX46
ANP32B
ANP32E
ELN
FUCA1
ZNF267
DDX42
FPGS
NHERF1
NAT10
AXIN1
COQ3
HELZ
ZNF263
PDXDC1
FASTKD5
MLNR
THRB
NOS2
NOS3
THRA
FBLN1
DDX50
SLC52A2
EFNA3
TNFSF9
PFDN1
RNPS1
PFDN2
RBKS
RBM5
NOS1
RBM6
RBM7
BUB1
TINF2
PYCR2
PYCR3
RETREG3
PYCR1
DDX60
RBL1
RETREG1
COTL1
TEX264
GBP2
GTSE1
PDXK
HES1
PDLIM1
NOSIP
SND1
EML3
SMURF2
SMURF1
MUC1
MYC
NXF1
SYNGR3
MYB
NPLOC4
UNC119B
RBMX
RPP30
TRPV1
NARS2
NARS1
MAPK9
KIF18A
KIF18B
MAPK3
MAPK6
VIM
DDX18
PMM2
GATA2
EGF
BUD31
GATA3
DDX11
DDX10
ARAF
STEAP3
LIPA
TAS1R2
TBRG4
HSD17B11
EFS
PRPF4
HSD17B10
PRPF3
HSD17B14
LPIN1
DDX28
NGDN
MVK
LIMK2
MVP
GOLGA8B
RBP4
RBP5
RBP7
RBP1
RBP2
RBP3
DDX39A
MVD
SNCA
ZNF318
ATMIN
RENBP
LIAS
SMTN
KIF13B
MDK
EPRS1
DSE
HEG1
MTFR1
EDN1
VGLL4
MYO1E
SLC9A1
TPX2
ME2
SLC6A11
EPAS1
SLC6A14
LBHD1
REEP5
REEP4
ARMCX3
ORM1
MYO5A
PPRC1
LAMP5
NFE2L2
CPNE3
MAL
LONP1
NOL11
COX7A2
CARTPT
MLEC
CDK2AP2
EMC9
PUS1
TSPAN6
PANK4
EMC7
EMC8
EMC6
LIG1
PUS3
POLRMT
LIG3
PUS7
TSPAN1
CRTAP
TSPAN3
TYMP
TSPAN4
TYMS
PTGER1
RBFA
SPRR1B
QPCT
SPRR1A
RTRAF
WIF1
COL16A1
ACTN1
CARS1
CARS2
MPHOSPH9
FAM53C
NOL6
NOL3
BSDC1
NOL9
ACTN4
NOL7
NOL8
PPIP5K1
PPIP5K2
BRIP1
F10
F12
ZNF335
ZNF337
COMT
PCLAF
SLC47A1
ANKMY2
PTGES3
UNG
CACYBP
COMP
HMGN4
SPRR2B
HMGN3
DLD
ADAM10
DAP3
DRD4
DRD5
DRD2
COA3
DRD3
MME
DRD1
NOC4L
TPRKB
GORASP2
PLA2G1B
GORASP1
ORC3
ORC2
ORC1
MED12
HMMR
NCOR1
ORC6
UBR7
MLX
TNFRSF10C
TNFRSF10B
SDHAF3
COA7
ACTR3
APAF1
PAFAH1B3
UBR2
PAFAH1B1
NOC3L
AHSA1
PLA2G2E
MED17
PLA2G2A
DAB2
BCL3
SCRN1
TPP1
BCL2
DNMT3A
PLEK2
BECN1
NDC80
MED28
TSSC4
SKIC8
GABPA
TNFRSF12A
SKIC2
PLA2G4A
MCM7
CKMT1B
ITFG1
PLA2G4C
CASC3
MCM2
CKMT1A
MCM5
MCM6
MCM3
MCM4
PROS1
MIF
PDHB
MACROD1
PSAT1
NFS1
DAG1
YJU2B
TRIM37
MTFMT
SEC31A
TRIM32
SMOX
MTOR
COBL
SLCO4A1
C14orf132
THBD
BRIX1
TPT1
SNRPA
COG7
TRIM26
MLXIP
TRIM24
DUT
COG4
HECA
GSAP
HMG20A
MTRR
TRIM22
HMG20B
COG5
PUM3
CIRBP
PUM2
COG2
MYO10
PUM1
SLC16A1
CHORDC1
TRIM29
SLC16A6
SLC16A7
TFDP1
SLC16A8
SLC16A2
SLC16A3
SREK1
SLC16A4
RRM2B
RALGDS
RNPEP
SLC16A5
GTF3C3
PDK2
GTF3C4
CTDSP1
PDK4
DHCR24
TRIM14
TRIM13
PRORP
PDHX
SLCO4C1
SERTAD2
FRAT2
UBQLN2
GBA2
HMGCS1
DTL
TIGAR
FGA
FGB
FGG
FARS2
RAB11FIP2
FOSL1
FIBP
OXA1L
GALK1
CDKN1A
CDKN1B
MORF4L1
SLC1A4
SLC1A5
JUND
NVL
TARBP1
USP9X
SFSWAP
SLCO2A1
SLC1A1
GCSH
MMUT
JUNB
TERF2IP
GEMIN6
GEMIN4
MTHFR
NOLC1
CTBP1
PFAS
SLCO2B1
HOOK2
CHN1
SLC18A1
SLC18A2
MAN2B1
CHKB
AFG2B
CHKA
IRAK4
MAN2B2
ZZEF1
FOSL2
LSG1
GLI2
IRAK1
CDKN2A
PMEPA1
FLRT2
HSP90B1
SWAP70
FARSB
FARSA
NSF
GDF15
NR1H2
CYB561
TAP2
TAP1
NR1H4
FBL
SULT2B1
CHP1
TRIP4
ENSA
SAP30BP
DHRS1
DHRS4
DHRS3
NISCH
STMN1
LMAN1
FAS
F13A1
CCDC85B
CCDC85C
WDR45B
CHPF
ENOPH1
LSM3
LSM2
FAH
LSM5
LSM4
CLCF1
DHRS7
MELK
EPCAM
ANO10
ABL1
ABL2
HS1BP3
MEF2C
NR1I2
TNNC1
IRS2
CREB3L1
CREB3L2
SULT2A1
ALOX5
RNASE1
RNASE4
NHP2
PCMT1
MMP2
GCLM
USP24
MMP1
USP22
CHAT
MMP7
USP21
FOS
MMP8
GCLC
PEX2
PHTF1
TAPBP
CREB1
GLUD2
CPT2
C1orf50
CYCS
ZC3H12A
MFGE8
HIGD2A
RTN2
NPR1
USP34
DNASE1L1
ZNF146
SAP130
RTN4
FN3KRP
ITPKC
BMP2
BMP4
ZNF140
RCL1
RABAC1
ZNF143
USP48
USP47
GPR35
CKS1B
SOD1
SFPQ
LETMD1
CHDH
ZNF131
BMS1
CA5B
TIMELESS
CA5A
CAPN15
NDUFA4L2
TRIB3
TRIB2
TRIB1
DIMT1
CHD9
PLAAT4
RBFOX2
SPINT1
MEA1
PDPK1
CHD1
COMMD10
RCN2
PEX5
IRF1
TCERG1
ZC3H11A
IRF7
IRF9
GRPEL1
SUV39H1
GPR18
PNKP
MAN2C1
GATAD2A
PEBP1
S100P
MED7
WSB2
MED4
SHANK2
MSMO1
MED8
LOXL1
DKK3
IRGQ
HPRT1
MYH10
CPVL
WLS
C6orf47
ARPP19
AURKB
AURKA
ZNF189
GLB1
AURKC
TOPBP1
GALNT7
HOXC6
TAF5
ASB6
FNDC3A
NPTN
FNDC3B
HOXC4
KLF10
ACVR1B
DCTN6
DCTN2
DCTN1
ABAT
FZD7
ZFYVE16
GLDC
CHPT1
ARB2A
FZD4
FZD1
KANSL2
USP16
USP14
MECR
LMBRD1
NPY1R
SSRP1
MKNK2
MKNK1
HOXA5
HOXA7
LAMTOR3
LAMTOR2
HOXA1
GALNS
TAX1BP3
ITGB2
ITGB5
NUMA1
MCFD2
TCEA1
ITGB1
TCEA2
AMDHD2
VEGFA
POPDC3
SNX2
SNX5
SNX6
ITGA5
SNX7
RAD9A
APBA3
GCDH
WAPL
HSD17B4
HSD17B6
TOR3A
HSD17B7
ATP5F1D
SLC35F6
ITGAL
ITGAE
SLC35F2
AKR1D1
GTF2F1
PELO
AKR1B10
ATP5MC2
ATP5MC3
CDKN2AIP
NPM1
WASL
ATP5MC1
LPAR2
ENC1
NPM3
BTN2A2
BTN2A1
AATF
TMEM161A
GTF2E2
ESD
GTF2E1
TOR1A
ITGA3
SLC22A3
SLC22A4
SLC22A5
SLC22A6
NTAN1
SLC22A1
BMI1
SLC22A2
SLC22A7
SLC22A8
CARD10
NCL
ERF
SMYD3
ZNHIT6
AMACR
HIVEP1
HIVEP2
OSR2
INSIG2
INSIG1
NUDT6
YTHDC2
YARS1
NUDT1
YTHDC1
YARS2
PES1
NUDT9
YPEL5
SUGP2
TAGLN
ZNF226
PNMA2
SLC35B1
PER3
PER1
CARHSP1
GABRA4
GABRA3
MGAT2
GABRA6
PPP3CA
GABRA5
GABRA2
GABRA1
AKR1C3
SUZ12
AKR1C2
SLC35A1
SLC35A3
AKR1C1
PTGDR2
RXYLT1
THTPA
SLC35A5
VKORC1
COX6B1
CYC1
BHMT2
CA12
AKR1B1
SH3GLB2
NADSYN1
YTHDF2
ZNF200
YTHDF1
DKC1
ZNF202
ZNF207
PERP
NFIL3
S100PBP
COL3A1
APBB2
CA14
LYPLA1
RLBP1
RMND1
BHLHE40
NNT
MDN1
STUB1
FBXL12
RBM15B
FBXL15
CYB5A
CYB5B
ARL3
CHPF2
RAD54B
PDGFA
ARL1
SLC48A1
SNU13
B4GAT1
OSBP
MCOLN1
STXBP2
STXBP1
STXBP3
PRR14
MDM2
PRPS2
TIE1
NUDCD3
METRN
RASSF1
RASSF2
GNAI1
GNAI2
CARMIL1
RASSF4
RAD54L
ATP4A
ATP4B
PPP3R2
GNRHR
GABRB1
GABRB3
GABRB2
DSG2
NXT1
DSG3
ALKBH3
ALKBH2
ALKBH1
RHOT1
DBF4
KIF20A
PMVK
NPC1
NPC2
FHL2
KIF20B
NPAT
RAD17
DNM1L
EZR
CISD1
GM2A
PLOD1
PLOD2
PLOD3
PINK1
MOB1A
PSMC3IP
KYAT1
MMAA
PI4K2A
E2F8
MMAB
E2F2
SIPA1L1
UPF3A
UPF3B
LRP8
GSPT1
PHKG2
FLAD1
NGRN
NUFIP1
CYP4B1
RTCA
CIAPIN1
RCHY1
ALDH1L1
SIPA1L3
GTF2A2
MBOAT7
AAR2
MTPAP
NTRK2
NTRK1
MUSK
ASCC1
SLCO3A1
GCAT
GABRG2
HERC6
GABRG1
RAD51
GABRG3
ATP7B
GCC2
GCC1
ULK1
LAP3
ULK3
EVL
ATP7A
ASCC3
RBM8A
GNPDA1
FAM222B
HSPB1
DHFR
GHR
PODXL
TTLL1
PKIG
MRPL57
GRAMD2B
UBAP1
TTLL3
MRPL58
LGMN
TTLL5
EDEM2
EDEM1
ARID1A
EIF4EBP1
SIRT5
EIF4EBP2
SIRT7
SIRT1
NETO2
SIRT3
PREPL
ANKHD1
AGO2
ZC3H15
APPL1
TUBA1A
NMT1
ABLIM3
APPBP2
MTMR3
MBD2
MBD1
MBD3
GGH
ACAT2
DPYD
MTMR4
NUP153
SDCBP
IFNAR1
LRPPRC
TMEM106C
PEA15
AGR2
JAK3
SLC2A3
HSPA8
SLC2A1
HSPA9
TUBA4A
SLC2A2
HSPA6
HSPA5
SLC2A6
HLCS
BBC3
SLCO1A2
BCL2L2
KCNA10
ARHGAP1
ARHGAP4
STAP2
SUPT16H
SLC2A9
PC
CDK15
ARID4B
TOMM34
CRELD2
H2BC4
H2BC6
SLCO1B1
H2BC8
SLCO1B3
H2BC7
GEM
CSF1R
H2BC9
MRPL18
NSDHL
SNRNP27
MRPL19
SNRNP25
STX4
MRPL12
MRPL15
MRPL16
MRPL17
STX2
TRIP13
PKLR
ARID5B
HDLBP
MRPL20
TOMM40
SLCO1C1
MRPL23
MRPL24
TAF9B
OTC
NEK4
SLC50A1
PADI6
TBPL1
STAU2
WBP1L
APEH
MAP1B
PADI4
PADI3
TOM1
MRPL34
PADI2
MRPL35
NEK2
PADI1
XDH
PPP1R8
NEK1
MRPL39
MAP1S
TOMM22
DNAAF5
STAT3
HNRNPAB
RIF1
MRPL42
STAT1
LYRM9
MEAK7
UGT2B17
MSH2
GAL
OS9
MSH6
ERP44
RAD51C
MRPL46
PKP3
UGT2B15
CXCL8
RBM14
RBM15
RUBCN
EBPL
URB2
URB1
ZWINT
KAT2A
CXCL2
DPP4
CXCL3
KAT2B
POMGNT1
RUSF1
PBK
CHMP3
RBM12
AOX1
CHMP7
CHMP6
CHMP5
EXOSC2
STIL
GPI
MAP1LC3B
CTPS1
CTPS2
RBM28
GPT
EXOSC8
EXOSC9
EXOSC4
EXOSC5
SENP6
SENP5
IFITM2
PAH
FLOT2
RBM22
ALDH2
PAM
PATZ1
STN1
MANBA
TUFT1
LTBP3
FSTL3
UTP18
HACD2
HACD3
GP9
UTP20
COMMD4
UTP25
EPHX2
TWNK
ZRSR2
XPC
FAM174C
TP53BP2
GNS
TP53BP1
PTDSS2
PTDSS1
GNE
CDK17
CDK19
ERCC6L
PTTG1
RBM4B
SCLY
ACBD3
SI
VDAC1
VDAC3
NUP133
DOCK10
TGFB2
MLLT11
TGFB3
ASB13
GLS
TOB1
HSPH1
TAF1D
GLA
TOE1
HOXA10
TAF11
TFRC
PBX1
HSPD1
CHCHD3
S100A2
HTR7
HTR6
SCP2
OPTN
RBM34
STAM2
RBM47
RBM48
CMTM6
PNMA8A
FEZ2
HSPE1
S100A6
HTR4
S100A4
HSD3B2
NRIP1
S100A7
NAA16
TH
NAA15
PSMD10
STOM
PSMD14
TF
ZFPL1
TCEAL4
CUTA
TCEAL1
CDT1
G3BP1
CETN2
CETN3
HDGFL3
TFE3
MAOB
MAOA
DPH5
DPH2
NME1
CRIPT
SLC32A1
NME4
NME2
NME3
ATP8A1
MT2A
STC2
MAP7
ACADS
ACADM
TMEM109
ATP10B
MCM10
ACACA
STAM
ACACB
TWF2
STK39
MT1X
MANF
HILPDA
NAGPA
CAVIN1
OSBPL2
MT1A
MMACHC
CYBRD1
OGT
MT1G
AMY2A
AHCTF1
MAP2K5
OGA
GYS1
TMEM127
MAP2K1
SAC3D1
HCCS
STK38
RIOX1
SEC14L2
SEC14L3
MAPT
EPHA3
EPHA2
SEC14L4
IQCB1
RYR1
PRMT5
AMY1A
PRMT3
AMY1C
PRMT2
AMY1B
STK19
TFEB
RHOA
RHOB
RHOC
STK24
STK25
TFF1
FEN1
ATP11B
FOXA2
CAPN1
CAPN2
CCND1
CCND3
